date,window_size,garch_model,distribution,arma_p,arma_q,forecast_mean,forecast_var,ci_lower,ci_upper,actual_return,in_ci,violation_type,dist_test_pvalue,aic,bic
2018-08-10,100,EGARCH,t,1,1,0.1164500019157409,9.609493050445547,-5.9592780895176585,6.19217809334914,-0.7139312324221158,True,none,,212.69441399796133,228.26513309876887
2018-08-10,100,GJR-GARCH,normal,1,1,0.07975705763379196,0.21247085590293596,-0.8236797379135025,0.9831938531810863,-0.7139312324221158,True,none,,216.0464553653786,231.61717446618613
2018-08-10,100,GJR-GARCH,studentst,1,1,0.0807630187667615,0.2113822993263466,-0.8203565062052591,0.9818825437387821,-0.7139312324221158,True,none,,218.1456626614679,236.31150161241004
2018-08-10,100,GJR-GARCH,t,1,1,0.0807630187667615,0.2113822993263466,-0.8203565062052591,0.9818825437387821,-0.7139312324221158,True,none,,218.1456626614679,236.31150161241004
2018-08-13,100,GARCH,normal,1,1,0.18752979563118818,0.25900208798536034,-0.8099399309618339,1.1849995222242102,-0.4014037433848179,True,none,,215.2751089842721,228.25070823494505
2018-08-13,100,GARCH,studentst,1,1,0.1878556555304261,0.25915768447729515,-0.8099136429479199,1.185624954008772,-0.4014037433848179,True,none,,217.34962027996247,232.92033938077
2018-08-13,100,GARCH,t,1,1,0.1878556555304261,0.25915768447729515,-0.8099136429479199,1.185624954008772,-0.4014037433848179,True,none,,217.34962027996247,232.92033938077
2018-08-13,100,EGARCH,normal,1,1,0.1981104140980799,1.9174334806405922,-2.51587959275549,2.91210042095165,-0.4014037433848179,True,none,,212.5135673295107,225.48916658018365
2018-08-13,100,EGARCH,studentst,1,1,0.20032078093043237,2.3837337823317313,-2.8257352602434254,3.22637682210429,-0.4014037433848179,True,none,,214.74493719122063,230.31565629202817
2018-08-13,100,EGARCH,t,1,1,0.20032078093043237,2.3837337823317313,-2.8257352602434254,3.22637682210429,-0.4014037433848179,True,none,,214.74493719122063,230.31565629202817
2018-08-13,100,GJR-GARCH,normal,1,1,0.12782915318068294,0.2972175108361548,-0.9406973222359529,1.196355628597319,-0.4014037433848179,True,none,,215.8139218728376,231.38464097364513
2018-08-13,100,GJR-GARCH,studentst,1,1,0.1281323434420474,0.2973952128858646,-0.9407135125038002,1.196978199387895,-0.4014037433848179,True,none,,217.87327305385185,236.039112004794
2018-08-13,100,GJR-GARCH,t,1,1,0.1281323434420474,0.2973952128858646,-0.9407135125038002,1.196978199387895,-0.4014037433848179,True,none,,217.87327305385185,236.039112004794
2018-08-14,100,GARCH,normal,1,1,0.13324061082981983,0.25724388344197,-0.8608377488168264,1.1273189704764661,0.636892991107396,True,none,,211.73047254753587,224.70607179820882
2018-08-14,100,GARCH,studentst,1,1,0.13337160348352958,0.25707780599307745,-0.860385814318622,1.1271290212856813,0.636892991107396,True,none,,213.89566891892903,229.46638801973657
2018-08-14,100,GARCH,t,1,1,0.13337160348352958,0.25707780599307745,-0.860385814318622,1.1271290212856813,0.636892991107396,True,none,,213.89566891892903,229.46638801973657
2018-08-14,100,EGARCH,normal,1,1,0.14587557478765423,1.7769912400921772,-2.4668315794009446,2.758582728976253,0.636892991107396,True,none,,208.5923704887449,221.56796973941786
2018-08-14,100,EGARCH,studentst,1,1,0.12265486069407416,6.911507505392457,-5.0300406931770745,5.275350414565223,0.636892991107396,True,none,,210.9912664345448,226.56198553535233
2018-08-14,100,EGARCH,t,1,1,0.12265486069407416,6.911507505392457,-5.0300406931770745,5.275350414565223,0.636892991107396,True,none,,210.9912664345448,226.56198553535233
2018-08-14,100,GJR-GARCH,normal,1,1,0.09067564980790926,0.3049166154884974,-0.9916018664255601,1.1729531660413788,0.636892991107396,True,none,,212.83640846886908,228.40712756967662
2018-08-14,100,GJR-GARCH,studentst,1,1,0.09091796824451827,0.305134829863123,-0.9917467460963043,1.1735826825853408,0.636892991107396,True,none,,214.88190439443275,233.0477433453749
2018-08-14,100,GJR-GARCH,t,1,1,0.09091796824451827,0.305134829863123,-0.9917467460963043,1.1735826825853408,0.636892991107396,True,none,,214.88190439443275,233.0477433453749
2018-08-15,100,GARCH,normal,1,1,-0.02713071952609193,0.25165735963896935,-1.0103557110604369,0.956094272008253,-0.7631208669913925,True,none,,208.35383694087307,221.32943619154602
2018-08-15,100,GARCH,studentst,1,1,-0.031059182891858647,0.25025203082689573,-1.0115350220723032,0.9494166562885858,-0.7631208669913925,True,none,,210.4133862171502,225.98410531795773
2018-08-15,100,GARCH,t,1,1,-0.031059182891858647,0.25025203082689573,-1.0115350220723032,0.9494166562885858,-0.7631208669913925,True,none,,210.4133862171502,225.98410531795773
